outid,count,opfare
1408014144,4,18
1408014145,8,47
1408014146,35,656
1408014147,12,132
1408014149,10,40
1408014150,42,981
1408014152,47,910
1408014153,25,360
1408024101,44,706
1408024102,21,163
1408024103,21,296
1408024104,27,321
1408024105,33,552
1408024106,38,464
1408024107,28,344
1408024108,22,579
1408024109,22,266
1408024110,43,591
1408024111,24,877
1408024112,54,473
1408024113,42,638
1408024114,25,296
1408024115,55,1228
1408024116,36,687
1408024117,30,373
1408024118,28,350
1408024119,45,1067
1408024121,41,803
1408024122,52,879
1408024124,9,140
1408024126,16,130
1408024127,58,1907
1408024128,12,81
1408024129,28,307
1408024130,12,95
1408024131,38,475
1408024132,50,1296
1408024133,63,1753
1408024134,54,1094
1408024135,58,1505
1408024136,64,1542
1408024137,35,291
1408024138,39,392
1408024201,38,786
1408024202,41,675
1408024203,35,509
1408024205,34,597
1408024206,37,826
1408024207,50,974
1408024208,53,609
1408024209,42,667
1408024210,47,580
1408024211,49,504
1408024212,31,384
1408024213,36,502
1408024214,65,1053
1408024215,29,707
1408024216,21,255
1408024217,21,235
1408024218,1,98
1408024219,9,54
1408024221,36,471
1408024222,9,43
1408024224,22,189
1408024225,4,48
1408024226,13,200
1408024227,7,176
1408024229,14,159
1408024230,33,675
1408024233,42,990
1408024234,39,1077
1408024235,2,10
1408024238,36,446
1408034102,12,114
1408034103,38,572
1408034104,41,689
1408034105,33,523
1408034106,38,853
1408034107,40,890
1408034108,29,639
1408034109,30,612
1408034110,31,600
1408034111,46,1174
1408034112,37,796
1408034113,45,883
1408034114,48,667
1408034115,28,544
1408034116,14,118
1408034117,53,986
1408034118,44,1003
1408034119,6,20
1408034120,35,714
1408034122,13,170
1408034123,18,261
1408034124,26,384
1408034125,42,751
1408034126,28,685
1408034127,43,885
1408034128,22,427
1408034130,36,1038
1408034131,30,413
1408034132,39,696
1408034133,30,734
1408034134,39,826
1408034137,41,862
1408034138,34,689
1408034139,37,823
1408034140,50,1377
1408034141,32,925
1408034142,47,1102
1408034144,39,693
1408034145,42,709
1408034146,10,846
1408034149,33,514
1408034150,34,1148
1408034151,20,769
1408034152,41,1210
1408034153,54,1201
1408034154,4,15
1408034155,22,189
1408034156,30,514
1408034157,47,1619
1408034158,46,874
1408034159,42,932
1408044101,46,826
1408044102,24,252
1408044103,6,26
1408044104,33,387
1408044105,40,494
1408044106,28,337
1408044107,24,381
1408044108,34,595
1408044109,29,117
1408044110,45,568
1408044111,28,639
1408044112,21,233
1408044113,40,362
1408044114,32,422
1408044115,34,368
1408044116,47,878
1408044117,28,353
1408044118,30,297
1408044119,40,439
1408044120,32,448
1408044121,16,130
1408044122,41,443
1408044123,40,648
1408044124,34,541
1408044125,44,537
1408044126,38,438
1408044127,42,494
1408044128,41,324
1408044129,30,280
1408044130,15,94
1408044131,45,732
1408044132,2,2
1408044133,26,526
1408044134,34,556
1408044135,13,59
1408044136,29,265
1408044137,28,371
1408044138,33,771
1408044139,20,264
1408044140,30,358
1408044141,43,416
1408044144,48,588
1408044146,39,536
1408044147,32,361
1408044148,17,124
1408044149,28,509
1408044150,27,414
1408044151,30,296
1408044152,33,755
1408044153,34,321
1408044154,18,70
1408044155,45,899
1408044157,34,553
1408044159,34,691
1408054101,25,209
1408054102,28,415
1408054103,17,430
1408054104,12,50
1408054105,37,260
1408054107,12,78
1408054108,34,500
1408054109,42,287
1408054110,27,338
1408054111,35,435
1408054112,33,280
1408054113,28,451
1408054114,20,354
1408054115,25,368
1408054116,28,410
1408054117,37,534
1408054118,2,49
1408054119,26,247
1408054120,22,478
1408054121,14,96
1408054122,15,184
1408054123,13,273
1408054124,9,95
1408054125,47,1541
1408054126,22,180
1408054127,5,98
1408054128,38,437
1408054129,17,294
1408054131,2,15
1408054132,36,492
1408054133,41,651
1408054134,23,417
1408054135,18,294
1408054136,23,225
1408054137,3,17
1408054138,42,743
1408054140,21,381
1408054141,25,269
1408054142,9,90
1408054143,32,441
1408054201,34,735
1408054202,35,546
1408054203,32,691
1408054204,30,501
1408054205,34,766
1408054206,40,434
1408054208,24,237
1408054209,44,632
1408054210,25,227
1408054211,25,284
1408054212,36,501
1408054213,41,367
1408054214,24,295
1408054215,36,559
1408054216,34,518
1408054217,32,475
1408054218,27,505
1408054219,15,323
1408054220,18,379
1408054221,26,351
1408054222,21,430
1408054223,18,114
1408054224,17,114
1408054225,1,0
1408054227,41,551
1408054228,23,614
1408054229,3,29
1408054230,44,728
1408054231,27,592
1408054232,24,517
1408054233,9,224
1408054234,20,374
1408054235,44,896
1408054237,26,503
1408054238,30,377
1408054239,29,283
1408054240,16,173
1408064102,31,362
1408064103,41,650
1408064104,50,616
1408064105,28,786
1408064106,51,778
1408064107,35,419
1408064108,31,290
1408064109,56,1164
1408064110,39,477
1408064111,37,523
1408064112,33,451
1408064113,38,688
1408064114,40,766
1408064115,37,732
1408064116,42,674
1408064117,55,1125
1408064118,31,313
1408064119,37,782
1408064120,54,642
1408064121,39,564
1408064122,40,573
1408064123,38,717
1408064124,35,650
1408064125,32,316
1408064126,39,535
1408064127,34,499
1408064129,61,975
1408064130,53,652
1408064131,36,438
1408064132,41,1118
1408064133,18,88
1408064134,47,1314
1408064135,43,817
1408064136,48,998
1408064137,42,660
1408064138,33,1036
1408064139,29,392
1408064141,36,651
1408064143,16,179
1408064144,8,60
1408064145,20,283
1408064146,42,684
1408064147,27,379
1408064148,28,517
1408064149,35,448
1408064150,37,551
1408064151,5,26
1408064152,49,601
1408064153,30,497
1408064156,34,702
1408064157,27,266
1408064158,46,514
1408064159,36,298
1408074101,46,1241
1408074102,47,1399
1408074103,48,1292
1408074104,45,1175
1408074105,40,791
1408074106,47,1358
1408074107,57,1487
1408074108,35,552
1408074109,41,858
1408074110,27,441
1408074111,36,817
1408074112,33,1201
1408074113,51,628
1408074114,35,731
1408074115,39,795
1408074116,34,620
1408074117,38,1095
1408074118,48,844
1408074119,32,781
1408074120,37,739
1408074121,45,2440
1408074122,49,1329
1408074123,45,1138
1408074124,43,842
1408074125,35,884
1408074126,5,110
1408074127,54,1536
1408074128,34,494
1408074129,46,1235
1408074130,34,1941
1408074131,34,678
1408074132,41,1240
1408074133,58,1476
1408074134,40,1273
1408074135,47,1454
1408074201,1,2
1408074202,37,560
1408074203,33,809
1408074205,33,325
1408074207,28,843
1408074208,29,1595
1408074210,33,248
1408074211,33,586
1408074212,35,549
1408074213,38,816
1408074214,38,699
1408074215,35,549
1408074216,39,1124
1408074217,37,949
1408074218,42,1115
1408074220,23,352
1408074221,6,61
1408074223,48,1649
1408074224,51,1194
1408074225,14,128
1408074226,44,1288
1408074227,34,1222
1408074229,43,980
1408074230,24,326
1408074231,35,1072
1408074233,55,1316
1408074234,37,1000
1408084101,44,633
1408084102,44,684
1408084103,29,476
1408084104,41,547
1408084105,32,419
1408084106,42,1529
1408084107,28,976
1408084108,50,1364
1408084109,33,681
1408084110,38,573
1408084111,30,695
1408084112,36,741
1408084113,38,906
1408084114,39,392
1408084115,22,206
1408084116,39,988
1408084117,30,586
1408084118,41,949
1408084119,32,964
1408084120,41,999
1408084122,38,530
1408084123,51,1312
1408084124,26,707
1408084125,35,504
1408084126,30,456
1408084127,32,660
1408084128,23,259
1408084129,33,1279
1408084130,36,752
1408084131,21,289
1408084132,17,200
1408084133,44,1363
1408084134,53,950
1408084135,37,973
1408084136,51,761
1408084137,57,1437
1408084138,26,713
1408084139,47,821
1408084140,35,438
1408084141,23,841
1408084142,34,453
1408084143,66,1369
1408084144,40,650
1408084145,40,841
1408084146,56,1122
1408084149,41,1092
1408084150,30,508
1408084151,47,782
1408084201,28,411
1408084202,30,628
1408084203,30,479
1408084204,49,1083
1408084205,38,706
1408084206,33,618
1408084207,21,288
1408084208,47,802
1408084209,45,731
1408084210,38,1512
1408084211,35,947
1408084212,36,1312
1408084213,25,646
1408084214,31,736
1408084215,44,1026
1408084216,39,1552
1408084217,32,536
1408084218,32,721
1408084219,31,750
1408084220,44,698
1408084221,28,600
1408084222,31,1067
1408084223,26,920
1408084224,23,311
1408084225,26,490
1408084226,32,824
1408084227,36,940
1408084228,26,814
1408084229,32,1260
1408084230,33,1069
1408084231,3,24
1408084232,40,1614
1408084233,39,887
1408084235,36,1571
1408084236,46,668
1408084237,43,1405
1408084238,27,586
1408084239,39,1407
1408084240,30,1427
1408084241,42,1560
1408084242,44,851
1408084243,30,1216
1408084245,39,1136
1408084246,37,1006
1408084247,49,1308
1408084248,31,654
1408084249,35,889
1408084250,48,854
1408084251,43,1324
1408094101,31,216
1408094102,15,179
1408094103,44,704
1408094104,36,600
1408094105,49,690
1408094107,42,736
1408094108,36,415
1408094109,23,173
1408094110,38,367
1408094111,18,355
1408094112,40,716
1408094115,29,888
1408094116,34,455
1408094117,37,1124
1408094118,34,1311
1408094119,29,512
1408094120,32,1086
1408094121,14,133
1408094122,24,472
1408094123,13,122
1408094124,31,1068
1408094125,28,984
1408094126,42,380
1408094127,18,106
1408094128,27,1290
1408094129,37,1215
1408094130,19,340
1408094131,19,385
1408094132,23,391
1408094133,20,294
1408094134,19,164
1408094137,15,159
1408094138,30,303
1408094139,34,1330
1408094140,31,262
1408094141,37,1391
1408094142,30,438
1408094201,48,746
1408094202,17,83
1408094203,43,971
1408094204,23,225
1408094205,36,526
1408094206,45,587
1408094207,39,676
1408094208,40,983
1408094209,30,791
1408094210,32,929
1408094211,43,1256
1408094212,37,466
1408094213,50,923
1408094215,29,614
1408094216,30,625
1408094217,37,731
1408094218,48,925
1408094219,34,404
1408094220,37,419
1408094221,56,826
1408094222,48,816
1408094223,8,46
1408094225,36,954
1408094227,36,497
1408094228,55,1330
1408094229,27,198
1408094232,20,424
1408094233,54,685
1408094235,25,213
1408094236,46,926
1408094237,36,563
1408094238,45,626
1408094239,52,1200
1408094240,57,710
1408094241,52,1220
1408094242,38,687
1409014101,32,322
1409014102,23,630
1409014103,15,86
1409014104,17,245
1409014105,25,226
1409014106,9,79
1409014107,31,424
1409014108,24,248
1409014109,30,258
1409014110,29,162
1409014111,33,437
1409014112,21,316
1409014113,24,344
1409014114,28,453
1409014115,2,28
1409014116,40,460
1409014118,25,577
1409014119,35,462
1409014120,21,339
1409014121,16,217
1409014123,29,742
1409014124,22,361
1409014125,5,43
1409014126,36,565
1409014127,27,343
1409014128,10,160
1409014129,2,22
1409014130,20,224
1409014131,37,553
1409014132,4,64
1409014133,32,484
1409014134,8,98
1409014136,15,333
1409014139,22,822
1409014140,34,542
1409014141,20,189
1409014142,37,601
1409014143,30,407
1409014144,24,402
1409014147,22,996
1409014148,33,1076
1409014149,23,447
1409014150,6,35
1409014152,29,470
1409014153,21,274
1409024103,30,303
1409024104,33,511
1409024105,29,267
1409024107,33,309
1409024108,22,379
1409024109,17,141
1409024110,17,162
1409024111,35,431
1409024112,18,298
1409024113,20,240
1409024114,10,64
1409024115,24,411
1409024117,1,1
1409024118,23,201
1409024119,15,92
1409024120,13,92
1409024122,21,183
1409024123,39,659
1409024124,36,549
1409024125,11,141
1409024126,10,92
1409024127,21,265
1409024128,13,110
1409024129,39,419
1409024130,31,456
1409024131,11,76
1409024132,42,579
1409024133,30,360
1409024134,16,163
1409024136,4,73
1409024137,3,94
1409024138,31,316
1409024139,30,286
1409024140,3,10
1409024141,27,426
1409024142,23,300
1409024143,30,307
1409024144,19,100
1409024146,36,638
1409024147,42,716
1409024149,18,123
1409024150,37,493
1409024155,32,638
1409024156,38,542
1409024158,30,405
1409034101,32,358
1409034102,26,514
1409034103,20,182
1409034104,28,358
1409034105,24,248
1409034106,6,27
1409034107,31,259
1409034108,29,309
1409034109,29,476
1409034110,42,608
1409034111,24,314
1409034112,21,200
1409034113,18,133
1409034114,34,266
1409034115,39,492
1409034116,26,262
1409034117,20,206
1409034118,25,318
1409034119,23,203
1409034120,26,263
1409034121,13,101
1409034122,29,336
1409034123,25,251
1409034124,27,291
1409034125,33,353
1409034126,34,436
1409034127,27,255
1409034128,10,48
1409034129,14,88
1409034131,32,321
1409034132,36,677
1409034133,37,414
1409034134,37,508
1409034135,31,248
1409034136,21,126
1409034137,6,100
1409034138,2,9
1409034140,9,100
1409034141,10,68
1409034142,21,269
1409034143,32,357
1409034144,28,871
1409034145,26,607
1409034146,14,273
1409034148,17,274
1409034150,16,263
1409034201,25,185
1409034202,27,262
1409034203,20,312
1409034204,23,186
1409034205,43,450
1409034206,36,445
1409034207,21,188
1409034208,18,472
1409034209,14,147
1409034210,30,584
1409034211,35,472
1409034212,9,66
1409034213,26,252
1409034214,26,597
1409034215,22,125
1409034216,24,164
1409034217,23,257
1409034218,17,506
1409034219,22,249
1409034220,26,310
1409034222,33,423
1409034223,29,430
1409034226,6,234
1409034227,31,294
1409034229,36,364
1409034230,26,460
1409034232,24,374
1409034233,22,425
1409034234,13,195
1409034235,31,379
1409034239,27,594
1409034240,24,289
1409034241,48,817
1409034242,23,334
1409034243,31,547
1409034245,48,985
1409034246,26,532
1409034248,50,938
1409034250,48,862
1409034251,31,396
1409044101,22,147
1409044102,14,153
1409044103,22,292
1409044104,29,384
1409044105,19,271
1409044107,8,46
1409044108,17,259
1409044109,15,156
1409044110,13,164
1409044111,36,624
1409044112,10,55
1409044113,21,306
1409044114,11,72
1409044115,11,93
1409044117,23,283
1409044118,30,554
1409044120,33,417
1409044122,10,81
1409044124,21,185
1409044125,26,299
1409044126,8,105
1409044127,21,152
1409044129,34,609
1409044131,18,373
1409044132,7,69
1409044135,22,251
1409044136,21,283
1409044138,33,444
1409044139,7,118
1409044140,27,549
1409044142,10,56
1409044143,15,152
1409044145,45,691
1409054102,39,593
1409054103,24,496
1409054104,20,285
1409054105,27,551
1409054106,33,662
1409054107,19,179
1409054108,21,360
1409054109,32,544
1409054110,24,470
1409054111,33,621
1409054112,30,533
1409054113,24,421
1409054114,33,760
1409054116,31,397
1409054117,19,252
1409054118,24,319
1409054119,16,382
1409054120,26,434
1409054121,19,356
1409054122,29,560
1409054123,32,502
1409054124,14,350
1409054125,16,500
1409054126,38,986
1409054128,17,349
1409054129,19,307
1409054130,31,572
1409054131,15,214
1409054132,32,446
1409054133,5,46
1409054136,19,397
1409054137,27,339
1409054138,28,402
1409054139,47,470
1409054140,35,478
1409054141,43,532
1409054143,9,58
1409054144,25,282
1409054145,37,794
1409054147,25,1096
1409054148,29,529
1409054149,29,402
1409054150,46,764
1409054151,32,639
1409054152,38,807
1409054153,29,420
1409054154,26,586
1409054155,11,77
1409064101,18,335
1409064102,28,281
1409064103,23,223
1409064104,26,195
1409064105,23,268
1409064106,22,152
1409064107,33,543
1409064108,20,374
1409064110,22,249
1409064111,26,214
1409064112,9,75
1409064113,23,553
1409064114,35,1103
1409064115,25,235
1409064116,29,401
1409064117,20,217
1409064118,29,273
1409064119,39,866
1409064120,32,334
1409064121,22,373
1409064122,31,337
1409064123,25,337
1409064125,37,383
1409064126,51,847
1409064127,40,939
1409064128,24,253
1409064129,1,2
1409064130,24,615
1409064131,37,638
1409064132,6,23
1409064133,33,240
1409064134,11,140
1409064135,28,555
1409064137,23,342
1409064138,20,292
1409064139,32,565
1409064140,10,108
1409064141,27,303
1409064142,32,509
1409064144,20,172
1409064145,19,274
1409064147,30,514
1409064201,37,337
1409064202,8,71
1409064203,18,837
1409064204,22,164
1409064205,30,399
1409064206,24,374
1409064207,19,194
1409064208,30,277
1409064209,18,176
1409064210,23,204
1409064211,33,542
1409064212,10,118
1409064213,20,138
1409064214,38,654
1409064215,36,397
1409064216,29,335
1409064217,29,395
1409064218,28,235
1409064219,29,447
1409064220,33,346
1409064221,12,77
1409064222,48,868
1409064223,18,169
1409064224,34,545
1409064225,33,498
1409064226,9,50
1409064227,1,32
1409064228,27,378
1409064229,42,859
1409064230,22,189
1409064231,4,14
1409064232,32,373
1409064233,32,223
1409064235,37,765
1409064236,42,691
1409064237,43,862
1409064238,37,660
1409064239,39,788
1409064240,32,603
1409064241,18,152
1409064245,6,67
1409064246,17,142
1409064247,5,36
1409074101,19,157
1409074102,18,215
1409074103,18,114
1409074104,36,491
1409074105,30,470
1409074107,31,359
1409074108,45,546
1409074109,26,175
1409074110,17,255
1409074111,7,73
1409074112,50,566
1409074113,33,503
1409074114,35,501
1409074115,44,893
1409074116,7,52
1409074117,28,234
1409074118,24,387
1409074119,16,252
1409074121,27,411
1409074123,18,693
1409074124,27,297
1409074125,31,425
1409074126,23,429
1409074128,32,547
1409074129,31,398
1409074130,4,48
1409074131,16,198
1409074132,44,714
1409074134,28,373
1409074135,18,169
1409074136,22,334
1409074137,17,131
1409074138,55,581
1409074139,6,47
1409074140,35,712
1409074141,19,229
1409074142,14,142
1409074143,50,717
1409074144,25,411
1409074145,37,1005
1409074146,8,138
1409074147,27,636
1409074148,19,203
1409074149,16,239
1409074150,34,1059
1409074151,6,71
1409074153,19,192
1409074201,21,419
1409074202,36,364
1409074203,18,113
1409074204,20,515
1409074205,13,93
1409074206,15,598
1409074207,15,465
1409074208,45,478
1409074209,1,8
1409074210,24,457
1409074212,27,331
1409074213,20,192
1409074214,1,12
1409074215,16,128
1409074216,20,445
1409074217,26,211
1409074218,35,435
1409074220,28,379
1409074221,22,375
1409074222,31,739
1409074224,38,502
1409074225,10,177
1409074226,4,35
1409074227,14,113
1409074228,32,604
1409074230,15,261
1409074232,27,512
1409074233,11,233
1409074234,15,178
1409074235,20,492
1409074236,30,431
1409074237,20,385
1409074238,36,619
1409074239,10,70
1409074240,39,730
1409074241,6,47
1409074242,7,44
1409074243,52,1422
1409074245,15,139
1409074246,26,177
1409074248,41,896
1409074249,31,553
1409074252,42,1140
1409074253,10,420
1410014101,33,371
1410014102,17,299
1410014103,12,242
1410014104,14,177
1410014105,35,369
1410014106,20,205
1410014107,7,40
1410014108,20,127
1410014109,17,118
1410014110,29,328
1410014112,14,193
1410014113,17,169
1410014114,36,266
1410014115,39,406
1410014116,27,221
1410014117,10,112
1410014118,18,111
1410014119,35,366
1410014120,27,538
1410014121,23,451
1410014122,35,534
1410014123,20,334
1410014124,22,455
1410014125,29,401
1410014126,23,314
1410014127,13,157
1410014128,19,131
1410014129,31,424
1410014130,34,310
1410014131,24,323
1410014132,12,208
1410014133,36,547
1410014134,22,946
1410014135,5,44
1410014136,31,203
1410014137,16,316
1410014138,3,28
1410014140,11,70
1410014141,29,574
1410014142,31,257
1410014143,20,163
1410014144,10,64
1410014145,25,450
1410014147,13,187
1410014148,15,99
1410014149,13,98
1410014152,9,57
1410014153,2,11
1410014154,28,380
1410014155,6,26
1410014156,19,180
1410014157,1,3
1410014159,42,395
1410014160,7,38
1410014163,11,74
1410014164,11,48
1410024101,14,204
1410024102,22,358
1410024103,35,552
1410024104,10,164
1410024105,8,249
1410024106,30,652
1410024108,47,703
1410024109,28,308
1410024110,11,158
1410024111,18,245
1410024112,15,160
1410024113,22,343
1410024114,21,243
1410024115,25,397
1410024116,25,252
1410024117,19,205
1410024118,28,742
1410024120,16,149
1410024121,24,319
1410024122,10,133
1410024123,31,437
1410024125,23,525
1410024126,8,180
1410024127,12,115
1410024128,27,558
1410024129,11,268
1410024130,37,518
1410024131,17,310
1410024132,30,699
1410024133,16,259
1410024134,19,268
1410024135,6,145
1410024136,15,294
1410024137,13,126
1410024138,31,717
1410024139,35,563
1410024141,36,610
1410024142,31,591
1410024143,46,844
1410024144,24,224
1410024145,29,331
1410024146,33,483
1410024147,28,763
1410024148,33,444
1410024149,35,571
1410024151,16,195
1410024152,28,348
1410024153,34,681
1410024154,17,217
1410024155,14,150
1410034102,3,23
1410034104,16,192
1410034105,22,338
1410034106,27,327
1410034107,37,664
1410034108,28,346
1410034109,31,441
1410034110,23,218
1410034111,26,640
1410034112,1,5
1410034113,18,160
1410034114,43,473
1410034115,32,474
1410034116,26,182
1410034117,25,378
1410034118,28,596
1410034119,20,307
1410034120,37,258
1410034121,27,379
1410034122,33,301
1410034123,30,431
1410034124,17,155
1410034125,30,651
1410034126,11,77
1410034127,27,281
1410034128,23,376
1410034129,22,170
1410034130,24,615
1410034131,37,397
1410034132,26,242
1410034133,6,56
1410034134,2,10
1410034136,25,388
1410034137,26,383
1410034138,23,273
1410034139,26,406
1410034140,33,259
1410034141,20,486
1410034142,3,46
1410034143,30,303
1410034144,15,159
1410034145,32,484
1410034146,21,193
1410034147,6,55
1410034149,32,242
1410034151,5,120
1410034152,23,464
1410034153,39,881
1410034154,24,552
1410034155,31,726
1410034157,30,408
1410034158,29,519
1410034159,26,342
1410034160,24,382
1410044101,38,326
1410044102,21,203
1410044103,19,238
1410044104,5,74
1410044105,13,82
1410044106,45,589
1410044107,17,276
1410044108,33,648
1410044109,52,665
1410044110,52,534
1410044111,34,408
1410044113,25,294
1410044114,12,122
1410044115,36,580
1410044116,15,64
1410044117,31,396
1410044118,39,468
1410044119,50,1379
1410044120,46,1120
1410044121,37,1097
1410044122,2,9
1410044201,10,120
1410044202,49,803
1410044203,15,177
1410044204,5,92
1410044205,24,164
1410044206,10,434
1410044207,4,44
1410044208,7,100
1410044209,11,136
1410044211,23,285
1410044212,12,454
1410044213,38,528
1410044215,11,88
1410044216,9,72
1410044217,4,37
1410044219,23,279
1410044220,18,295
1410044221,9,254
1410044301,11,383
1410044302,26,206
1410044303,37,538
1410044304,17,281
1410044305,17,185
1410044306,16,299
1410044307,6,50
1410044308,11,119
1410044309,36,456
1410044310,24,350
1410044311,9,400
1410044312,13,339
1410044313,10,99
1410044315,29,375
1410044317,28,529
1410044319,20,320
1410044320,9,78
1410044321,12,235
1410054102,38,1011
1410054103,14,289
1410054104,18,93
1410054105,37,677
1410054106,15,125
1410054107,23,402
1410054108,37,583
1410054109,19,331
1410054110,19,181
1410054111,25,488
1410054112,28,482
1410054113,19,441
1410054114,26,219
1410054115,31,398
1410054117,19,210
1410054118,26,369
1410054119,32,432
1410054120,39,925
1410054121,19,349
1410054122,25,421
1410054123,25,211
1410054124,27,398
1410054125,25,322
1410054126,15,142
1410054127,36,434
1410054128,40,545
1410054130,21,357
1410054131,28,455
1410054132,21,229
1410054133,18,312
1410054134,16,335
1410054136,25,461
1410054138,14,193
1410054139,6,180
1410054140,24,362
1410054141,25,378
1410054142,29,530
1410054143,16,82
1410054144,12,86
1410054145,39,458
1410054146,29,277
1410054147,40,632
1410054148,43,694
1410054149,40,652
1410054150,17,191
1410054151,44,794
1410054201,24,333
1410054202,2,22
1410054203,15,95
1410054204,37,399
1410054205,15,189
1410054206,13,56
1410054207,24,271
1410054208,12,203
1410054209,37,489
1410054210,37,365
1410054211,32,418
1410054212,26,489
1410054213,16,317
1410054214,24,347
1410054215,33,269
1410054216,43,721
1410054217,35,380
1410054218,30,255
1410054219,31,332
1410054220,18,396
1410054221,33,313
1410054222,25,293
1410054223,25,324
1410054224,29,297
1410054225,11,62
1410054226,20,422
1410054227,44,740
1410054228,11,85
1410054229,15,151
1410054230,30,421
1410054231,10,69
1410054232,22,493
1410054233,18,162
1410054234,30,347
1410054235,9,90
1410054236,27,225
1410054237,26,419
1410054238,26,292
1410054240,28,340
1410054241,25,271
1410054242,18,177
1410054243,17,419
1410054245,23,475
1410054246,17,92
1410054247,19,235
1410054248,11,63
1410054249,18,293
1410054250,21,450
1410054251,6,43
1411014101,25,246
1411014102,27,340
1411014106,22,353
1411014107,29,254
1411014109,32,359
1411014110,55,556
1411014111,44,453
1411014112,52,686
1411014115,39,406
1411014119,49,789
1411014123,41,410
1411014124,51,1009
1411014127,40,326
1411014128,50,471
1411014131,48,566
1411014132,43,480
1411014135,29,143
1411014136,9,20
1411014137,23,369
1411014138,35,220
1411014139,44,511
1411014142,33,309
1411014201,26,302
1411014203,7,90
1411014208,29,375
1411014210,25,137
1411014212,48,414
1411014213,27,177
1411014215,6,76
1411014216,8,64
1411014217,12,218
1411014218,9,29
1411014220,7,30
1411014222,4,8
1411014227,6,19
1411014229,16,99
1411014232,17,52
1411014234,51,418
1411014235,32,188
1411014236,14,49
1411014237,6,24
1411014241,33,304
1411014244,61,866
1411024101,18,218
1411024102,19,248
1411024103,10,116
1411024106,23,327
1411024107,13,161
1411024109,46,843
1411024110,57,987
1411024111,16,69
1411024112,8,88
1411024114,47,509
1411024115,42,677
1411024116,49,836
1411024117,26,150
1411024118,39,601
1411024119,26,357
1411024120,58,1032
1411024121,40,827
1411024123,38,770
1411024124,20,165
1411024125,45,649
1411024128,29,272
1411024133,35,950
1411024134,26,1125
1411024135,27,213
1411024136,40,647
1411024137,11,30
1411024138,37,821
1411024139,7,48
1411024141,14,129
1411024142,32,242
1411024143,22,562
1411024144,1,2
1411024145,69,1504
1411024147,45,875
1411024149,31,560
1411024150,27,343
1412014101,31,290
1412014102,35,502
1412014103,39,355
1412014104,13,177
1412014105,38,565
1412014106,18,62
1412014107,24,196
1412014108,36,1346
1412014109,14,211
1412014110,38,279
1412014111,45,355
1412014112,31,324
1412014113,47,481
1412014114,45,481
1412014115,32,314
1412014116,32,363
1412014118,57,1115
1412014120,27,191
1412014122,54,983
1412014125,9,131
1412014129,11,105
1412014130,9,58
1412014201,56,958
1412014202,4,66
1412014203,30,510
1412014204,13,79
1412014205,31,296
1412014206,17,159
1412014207,32,443
1412014208,36,578
1412014209,28,156
1412014210,26,155
1412014211,29,242
1412014213,35,198
1412014214,41,460
1412014215,5,25
1412014216,47,897
1412014218,25,558
1412014219,44,706
1412014220,12,82
1412014221,30,284
1412014222,50,558
1412014223,17,51
1412014224,36,337
1412014225,25,396
1412014226,51,547
1412014229,46,1569
1412014230,54,924
1412024102,34,252
1412024103,33,226
1412024104,44,624
1412024105,15,112
1412024108,25,184
1412024109,26,265
1412024110,30,339
1412024112,14,188
1412024113,39,674
1412024114,19,203
1412024116,41,435
1412024117,25,182
1412024118,64,804
1412024120,18,237
1412024122,40,365
1412024123,28,195
1412024124,39,310
1412024125,15,137
1412024126,35,348
1412024127,49,507
1412024128,59,792
1412024129,59,757
1412024130,52,595
1412024201,33,345
1412024202,24,322
1412024203,20,175
1412024204,6,35
1412024205,19,175
1412024207,33,369
1412024208,31,529
1412024212,39,735
1412024213,52,594
1412024214,21,243
1412024215,34,227
1412024216,20,155
1412024217,22,134
1412024219,26,134
1412024220,49,823
1412024221,61,1298
1412024222,52,641
1412024223,4,30
1412024224,37,699
1412024226,50,727
1412024229,13,111
1412024230,45,1027
1412034101,26,171
1412034102,26,211
1412034103,38,343
1412034104,35,317
1412034105,30,407
1412034107,39,276
1412034108,39,658
1412034109,15,240
1412034110,35,321
1412034111,20,81
1412034112,33,465
1412034113,33,283
1412034114,10,116
1412034115,32,244
1412034116,31,392
1412034117,29,309
1412034118,30,251
1412034119,32,354
1412034120,37,426
1412034121,25,149
1412034122,14,155
1412034123,32,322
1412034124,28,333
1412034125,41,529
1412034126,31,312
1412034127,6,91
1412034128,34,453
1412034201,32,691
1412034202,42,476
1412034203,9,80
1412034204,39,456
1412034205,22,239
1412034206,10,60
1412034207,36,387
1412034208,52,708
1412034209,19,179
1412034211,41,490
1412034212,18,176
1412034213,38,429
1412034214,32,557
1412034215,33,323
1412034216,38,556
1412034217,16,130
1412034218,47,926
1412034220,49,627
1412034221,38,440
1412034222,16,125
1412034224,15,160
1412034226,29,223
1412034227,60,950
1412034228,48,646
1412034229,45,627
1412054101,34,372
1412054102,36,317
1412054105,14,48
1412054106,25,463
1412054107,33,345
1412054108,33,283
1412054109,46,442
1412054110,47,418
1412054111,49,430
1412054112,31,574
1412054113,20,167
1412054114,35,490
1412054115,23,358
1412054116,39,335
1412054117,38,806
1412054119,30,924
1412054120,34,946
1412054121,32,878
1412054122,13,110
1412054123,26,485
1412054124,34,961
1412054125,45,1052
1412054126,13,102
1412054127,35,1296
1412054201,35,533
1412054202,43,421
1412054204,43,422
1412054205,32,232
1412054206,11,56
1412054208,20,258
1412054209,22,320
1412054210,30,386
